year,scholarship_type,scholarship_scheme,student_country,university_name,university_type,university_state,course_level,course_name,specialization,course_duration,available_slots,estimated_selected_students,field_category
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Calcutta University,State,West Bengal,UG,BSc,Computer Science,3,60,58,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Calcutta University,State,West Bengal,PG,MSc,Data Science,2,50,48,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,50,48,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Data Science,3,55,53,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Mysore University,State,Karnataka,PG,MCA,Data Science,2,50,48,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Savitribai Phule Pune University,State,Maharashtra,PG,MBA,Business Administration,2,55,53,Business/Management
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Computer Science,4,32,31,Engineering
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Agartala,NIT,Tripura,UG,BTech,Data Science,4,35,34,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Assam Agricultural University,State,Assam,UG,BSc,Agriculture,4,50,48,Science
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Mizoram University,Central,Mizoram,PG,MA,Sociology,2,35,33,Arts/Humanities
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,65,63,Business/Management
2025,Fully Funded,ICCR A2A Portal,Bangladesh,Kalinga Institute (KIIT),Deemed,Odisha,UG,BTech,Data Science,4,45,43,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Vidyasagar University,State,West Bengal,PG,MSc,AI / Machine Learning,2,45,43,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,North Bengal University,State,West Bengal,UG,BSc,Computer Science,3,55,53,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PG,MA,Economics,2,55,53,Arts/Humanities
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PhD,PhD,AI / Machine Learning,5,35,33,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cotton University,State,Assam,UG,BSc,Data Science,3,50,48,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MCA,AI / Machine Learning,2,45,43,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kerala Agricultural University,State,Kerala,UG,BSc,Agriculture,4,40,38,Science
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,Mathematics,3,15,14,Science
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,Statistics,2,10,9,Science
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,20,18,Business/Management
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,PG,MBA,Business Administration,2,10,7,Business/Management
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,12,11,Technology
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,PG,MSc,Mathematics,2,8,8,Science
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,15,14,Business/Management
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,PG,MBA,Business Administration,2,8,6,Business/Management
2016,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Mechanical Engineering,4,5,5,Engineering
2016,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Electrical Engineering,4,5,4,Engineering
2016,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Computer Science,4,5,5,Engineering
2016,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Mechanical Engineering,4,5,4,Engineering
2016,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Electrical Engineering,4,4,4,Engineering
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Software Engineering,2,4,3,Technology
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,15,15,Business/Management
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,PG,MCA,Computer Science,2,12,11,Technology
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Mathematics,2,10,8,Science
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BSc,Statistics,3,8,7,Science
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,10,9,Technology
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MSc,Mathematics,2,8,7,Science
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Software Engineering,2,10,9,Technology
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Mechanical Engineering,2,8,7,Engineering
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Cochin University of Science and Technology,State,Kerala,UG,BSc,Mathematics,3,10,8,Science
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Computer Science,2,8,7,Technology
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Kurukshetra University,State,Haryana,UG,BBA,Business Administration,3,10,9,Business/Management
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Kurukshetra University,State,Haryana,PG,MBA,Business Administration,2,6,4,Business/Management
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Mathematics,3,12,11,Science
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MSc,Statistics,2,8,7,Science
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,UG,BBA,Business Administration,3,15,14,Business/Management
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,PG,MCA,Computer Science,2,12,11,Technology
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Statistics,3,10,9,Science
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,PG,MCA,Computer Science,2,10,8,Technology
2016,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Computer Science,4,5,5,Engineering
2016,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Electrical Engineering,4,4,4,Engineering
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Mechanical Engineering,2,4,3,Engineering
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,PG,MBA,Business Administration,2,8,6,Business/Management
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MBA,Business Administration,2,6,5,Business/Management
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MCA,Computer Science,2,8,7,Technology
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Electrical Engineering,2,6,5,Engineering
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Computer Science,2,8,7,Technology
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MSc,Statistics,2,6,5,Science
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Software Engineering,2,6,5,Technology
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MBA,Business Administration,2,8,6,Business/Management
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,University of Delhi,Central,Delhi,PG,MBA,Business Administration,2,10,7,Business/Management
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Osmania University,State,Telangana,UG,BSc,Computer Science,3,12,11,Technology
2016,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,PG,MTech,Computer Science,2,3,3,Technology
2016,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,PG,MTech,Mechanical Engineering,2,3,2,Engineering
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,UG,BSc,Mathematics,3,10,9,Science
2016,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BBA,Business Administration,3,12,11,Business/Management
2016,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BBA,Business Administration,3,10,9,Business/Management
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,Mathematics,3,15,15,Science
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,Statistics,2,12,10,Science
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,25,23,Business/Management
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,PG,MBA,Business Administration,2,12,9,Business/Management
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,15,13,Technology
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,PG,MSc,Mathematics,2,10,9,Science
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,20,18,Business/Management
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,PG,MBA,Business Administration,2,10,7,Business/Management
2017,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Mechanical Engineering,4,6,6,Engineering
2017,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Electrical Engineering,4,6,5,Engineering
2017,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Computer Science,4,6,6,Engineering
2017,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Mechanical Engineering,4,6,5,Engineering
2017,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Electrical Engineering,4,5,4,Engineering
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Software Engineering,2,5,4,Technology
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,20,19,Business/Management
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,PG,MCA,Computer Science,2,15,13,Technology
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Mathematics,2,12,10,Science
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BSc,Statistics,3,10,9,Science
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,12,11,Technology
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MSc,Mathematics,2,10,8,Science
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Software Engineering,2,12,11,Technology
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Mechanical Engineering,2,10,9,Engineering
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Cochin University of Science and Technology,State,Kerala,UG,BSc,Mathematics,3,12,10,Science
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Computer Science,2,10,8,Technology
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Kurukshetra University,State,Haryana,UG,BBA,Business Administration,3,12,11,Business/Management
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Kurukshetra University,State,Haryana,PG,MBA,Business Administration,2,8,5,Business/Management
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Mathematics,3,15,13,Science
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MSc,Statistics,2,10,8,Science
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,UG,BBA,Business Administration,3,18,17,Business/Management
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,PG,MCA,Computer Science,2,15,13,Technology
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Statistics,3,12,10,Science
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,PG,MCA,Computer Science,2,12,10,Technology
2017,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Computer Science,4,6,6,Engineering
2017,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Electrical Engineering,4,5,5,Engineering
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Mechanical Engineering,2,5,4,Engineering
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,PG,MBA,Business Administration,2,10,7,Business/Management
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MBA,Business Administration,2,8,6,Business/Management
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MCA,Computer Science,2,10,8,Technology
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Electrical Engineering,2,8,7,Engineering
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Computer Science,2,10,9,Technology
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MSc,Statistics,2,8,7,Science
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Software Engineering,2,8,6,Technology
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MBA,Business Administration,2,10,8,Business/Management
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,University of Delhi,Central,Delhi,PG,MBA,Business Administration,2,12,9,Business/Management
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Osmania University,State,Telangana,UG,BSc,Computer Science,3,15,13,Technology
2017,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,PG,MTech,Computer Science,2,4,4,Technology
2017,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,PG,MTech,Mechanical Engineering,2,4,3,Engineering
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,UG,BSc,Mathematics,3,12,11,Science
2017,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BBA,Business Administration,3,15,14,Business/Management
2017,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BBA,Business Administration,3,12,10,Business/Management
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,Computer Science,3,20,18,Technology
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,Mathematics,2,15,14,Science
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,30,28,Business/Management
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,PG,MBA,Business Administration,2,15,11,Business/Management
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,18,16,Technology
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,PG,MSc,Mathematics,2,12,10,Science
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,25,22,Business/Management
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,PG,MBA,Business Administration,2,12,9,Business/Management
2018,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Mechanical Engineering,4,5,5,Engineering
2018,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Electrical Engineering,4,5,5,Engineering
2018,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Computer Science,4,5,5,Engineering
2018,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Mechanical Engineering,4,5,4,Engineering
2018,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Electrical Engineering,4,6,5,Engineering
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Software Engineering,2,6,5,Technology
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,25,23,Business/Management
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,PG,MCA,Computer Science,2,15,14,Technology
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Mathematics,2,15,12,Science
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BSc,Statistics,3,12,10,Science
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,15,13,Technology
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MSc,Mathematics,2,10,9,Science
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Software Engineering,2,15,13,Technology
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Mechanical Engineering,2,12,10,Engineering
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Cochin University of Science and Technology,State,Kerala,UG,BSc,Mathematics,3,15,13,Science
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Computer Science,2,12,10,Technology
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Kurukshetra University,State,Haryana,UG,BBA,Business Administration,3,15,13,Business/Management
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Kurukshetra University,State,Haryana,PG,MBA,Business Administration,2,10,7,Business/Management
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Mathematics,3,18,16,Science
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MSc,Statistics,2,12,10,Science
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,UG,BBA,Business Administration,3,20,18,Business/Management
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,PG,MCA,Computer Science,2,18,16,Technology
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Statistics,3,15,13,Science
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,PG,MCA,Computer Science,2,15,12,Technology
2018,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Computer Science,4,5,5,Engineering
2018,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Electrical Engineering,4,5,5,Engineering
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Mechanical Engineering,2,6,5,Engineering
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,PG,MBA,Business Administration,2,12,9,Business/Management
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MBA,Business Administration,2,10,8,Business/Management
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,PG,MCA,Computer Science,2,12,10,Technology
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Jawaharlal Nehru Technological University,State,Telangana,PG,MTech,Electrical Engineering,2,10,9,Engineering
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Anna University,State,Tamil Nadu,PG,ME,Computer Science,2,12,10,Technology
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MSc,Statistics,2,10,8,Science
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Delhi Technological University,State,Delhi,PG,MTech,Software Engineering,2,10,8,Technology
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Jamia Milia Islamia,Central,Delhi,PG,MBA,Business Administration,2,12,9,Business/Management
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,University of Delhi,Central,Delhi,PG,MBA,Business Administration,2,15,11,Business/Management
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Osmania University,State,Telangana,UG,BSc,Computer Science,3,20,18,Technology
2018,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,PG,MTech,Computer Science,2,4,4,Technology
2018,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,PG,MTech,Mechanical Engineering,2,4,3,Engineering
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Bangalore University,State,Karnataka,UG,BSc,Mathematics,3,15,13,Science
2018,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Visva Bharati University,Central,West Bengal,UG,BBA,Business Administration,3,20,18,Business/Management
2018,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BBA,Business Administration,3,15,13,Business/Management
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,Computer Science,3,25,24,Technology
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,Data Science,2,15,12,Technology
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,30,28,Business/Management
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Osmania University,State,Telangana,PG,MBA,Business Administration,2,15,11,Business/Management
2019,Fully Funded,Bangladesh Scholarship Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,20,18,Technology
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,PG,MSc,Computer Science,2,15,14,Technology
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,25,23,Business/Management
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,Gujarat University,State,Gujarat,PG,MBA,Business Administration,2,12,9,Business/Management
2019,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Mechanical Engineering,4,6,6,Engineering
2019,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Computer Science,4,6,6,Engineering
2019,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Software Engineering,4,6,6,Engineering
2019,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Mechanical Engineering,4,6,5,Engineering
2019,Fully Funded,Border Guard Bangladesh Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Electrical Engineering,4,6,5,Engineering
2019,Fully Funded,India Scholarship (Bangladesh) Scheme,Bangladesh,NIT Durgapur,NIT,West Bengal,PG,MTech,Software Engineering,2,6,5,Technology
